video_id,view_count,guest_name,transcription
K1ohaoehyQm,6492,Larry Summers,"And so you can't really solve both problems. So I think we've done a very large amount of damage, and I tend to be an optimist about the United States. I think there's a lot of resilience. I do note that there has been at the most critical moments, some backing away from these kinds of policies. So we may work our way through this, but only if there's very substantial alarm and very substantial reversal. I think that the seventies is such an interesting analogy, and I thought about it a little before, more in political terms, but combining... I mean one way to think about it, maybe we had the oil shock in '73 basically, and then Nixon at the same time, considerable political instability leading to the resignation of actually Agnew, separate reasons in a way. Agnew then of course Nixon in '74, but that was about a year. I think what everyone thinks of their administrations-Ford and Carter tried to restore a certain kind of normalcy, you might say, to our politics and did to a reasonable degree. Obviously the economics of the rest of the seventies remained choppy to say the least. And it ultimately took whatever it took with Volcker and all this. But one thing that's really striking, leave aside post 2028 and how much of the damage remains, and I think that's a real concern."
6oJB6MJbhQs,6539,Larry Summers,"Look, they backed off there. Look, they're sending signals that they're just going to declare victory and not do anything real."" So that is the disturbing thing. And these things can tip very quickly. One of the first major financial dramas that I witnessed as an adult professional economist was the 1987 crash. And that had its roots in a risky environment, markets were high. That had its roots in there being some problems in the plumbing, lots of portfolio insurances, what it was called in those days. But the match that lit the fire was a spat between our Treasury Secretary, Jim Baker and the German financial authorities, and a question about whether the dollar would be allowed to fall. And investors all of a sudden decided they didn't want to be near this drama and got very alarmed over the weekend. And then on Monday we had a major crash. And that's the kind of event that this all makes us at risk of. It's pretty clear that the first of the many reversals, the reciprocity reversal that took place, came because the Trump administration in a matter of a few hours, became alarmed that this kind of thing could happen imminently. And indeed by all press accounts, the US trade representative was in the midst of testifying in Congress when he learned that there had been this dramatic reversal."
IfvkU4mBmNR,7034,Larry Summers,"Wherever it starts, the ball rolls to the bottom of the bowl. A ball on a football field has lots of equilibrium. Wherever the ball gets kicked, it stops and it rests. And systems are sometimes subject to a kind of cyclicality. Joe McCarthy came, the system processed through Joe McCarthy, and yes, it contributed to some dynamics in the 1960s, but you would probably have said that by 1970, whatever America's problems were, they were kind of not very different because we had the very bad Joe McCarthy episode. But sometimes events cast a permanent or near permanent shadow on the system, and I think that it is very likely that what we are seeing will have that kind of effect as future historians look back at things. And I suppose if the country fully repudiated this experiment and goes, ""We can never go back."" But went forward to a more stable governance. If it fully repudiated this experiment, then you're right, that might actually be what's happening. But it's difficult to do that. I agree. But I think it's going to be pretty difficult to do that. I think that an example for better or for worse is various changes in the way the confirmation power has been adopted by the Senate. Once that changes, it has changed and it is very hard to cause it to go back."
hONTikarah-,6406,Larry Summers,"Who the president selects as Jay Powell's successor, who the president ... How that person conducts themselves and demonstrates independence is something that will be very, very important. I do think it's important to note, and I think that a lot of these discussions at this moment as the president says things about Jay Powell, yet miss, is that the Fed is an institution, not a person. There's nothing that says that the other six members of the Board of Governors, or that the presidents of the regional banks are obliged to follow the lead of the president. In many other countries, the central bank is more like our Supreme Court in the sense that the Chairman is like the chief justice. The chief justice probably has more influence than the average justice does, but sometimes the votes come down and the chief justice is in the minority. And I think that if there were to be a successful effort to appoint an aberrant chairman, I think that aberrant chairman might find there weren't so many followers for the parade. And so I think there's a bit more insulation that is built into the system than these very personal discussions about chairs of the Fed would suggest. Look, I have said something on the subject of the dollar and things international, that I think that the general kinds of views that I've expressed continue to feel right to me, but in a different way than I used to say."
gGL2jFAqQhU,6636,Larry Summers,"No, absolutely. I do really think that it is important though to understand that it really is better if you're unhealthy because you're eating a gallon of chocolate ice cream every day, then you're unhealthy despite having a terrific diet. No, no. No, I take that point, that's a very important- I think that is a very important point to recognize about our current moment. Right. It's a good point and let's end on it. And it's, as you say, mostly a hopeful point, so that's a good thing to end on too. Larry Summers, thank you so much for joining me again and us again for this very, very interesting and thought-provoking conversation. Thank you, Bill. And thank you all for joining us on Conversations ."
42BOJTEvS3Q,8065,Larry Summers,"I guess that's my... I really have come to this a hundred-day stuff. We're speaking here on, what is it, April 28th and it's almost a hundred days of the year, and it was a hundred days. That's a really a long time. A hundred days is one-fifteenth, I haven't done the math precisely of an administration's longevity. And if we're at this level of instability and uncertainty at one- fifteenth, could get better, but it could also just at least stay as bad or could get worse. If JD Vance were ever to ascend to the presidency. It is hard to imagine him saying that our long national nightmare is over as he ascended, and that is a very substantial difference. Richard Nixon, for all his many faults, knew the difference between right and wrong well enough to do his best to obscure all the wrong that he was doing. Donald Trump glories in the wrong that he's doing and wants it to be as public as possible so as to deter, intimidate, and cast a shadow over potential opposition. That is a very profound difference. No one doubted that when the Supreme Court said that Richard Nixon had to turn over the tapes, that he would. No one doubted that when the Supreme Court said that the New York Times and the Washington Post would be allowed to publish the Pentagon Papers, that they would in fact be allowed to do that."
FnuFtafNt0T,6408,Larry Summers,"People all sell and nobody quite knows who it is exactly who is selling. And they have the virtue that they're always open, and so they're sending signals in very rapid response to events. And all of that makes them a powerful force. But I think they're more effective with respect to some issues than with respect to other issues, and I don't think they are sufficient. Something I have learned over time from my own participation in public debates and watching others is that interventions are most effective when they're unexpected. So the impact of Nancy Pelosi shouting from the rooftops or The New Republic and Nation magazines being deeply concerned about civil liberties is much less than voices like yours or voices of Republican senators or business leaders or the kinds of people who President Trump has traditionally been very respectful of. Yeah, it may be that we'll look back on Liberation Day as a tipping point in this direction, in a good way, and that people stop being able to tell themselves it'll be like the first term, he'll be constrained by reasonably responsible advisors and national security policy and to some degree an economic policy. And as you say, tariffs go from 1.5% to 2.5% or something, not tenfold or even fivefold. And I do think the universities have been useful."
eUW0DWq0fiU,6660,Larry Summers,"That is a very profound difference. No one doubted that when the Supreme Court said that Richard Nixon had to turn over the tapes, that he would. No one doubted that when the Supreme Court said that the New York Times and the Washington Post would be allowed to publish the Pentagon Papers, that they would in fact be allowed to do that. And we don't have that confidence right now. We are not sure whether court orders will be followed. They might be. I don't think yet we have crossed the Rubicon into complete defiance of the judiciary, but we are sure sidling up to that Rubicon in a big hurry. And that is a very different thing than what we had before. Bill, the stories I hear of people who would've been inclined in various ways to be oppositional, but they weren't sure they could and be 100% confident of their family's safety, these kinds of stories are not what we expect in America. Now, I think it's very important not to have what people have started to call Trump derangement syndrome. I absolutely avoid any analogies with Germany in the 1930s, but I don't think it's necessary to avoid analogies with Argentina in the '40s, '50s and '60s. Argentina was a country where its standard of living in the first half of the 20th century weree in the same broad range as that of the United States."
NwE8cZ6sndc,7317,Larry Summers,"Let me say three things. The secret sauce of economics is arithmetic, so I think it's useful to just think about some numbers. The average tariff rate in the United States before Trump's first term was 1.5%. During his first term with really very considerable excitement, he doubled it from about 1.5% to about 3%. The proposals that he announced on ""Liberation Day"" took 3% to 28%. So it was a tenfold increase. It was 20 times larger almost than what he had done during his first term. There are differences in view about how to interpret precisely where we are or where things might go, but I know of no thoughtful observer who thinks the number's likely to fall below, well, something in the 12 to 15 range. So we are looking at an increment to tariffs five to 10 times conservatively as that which he applied during his first term. So it's a mistake to think of this as a respite from anything other than insanity. From the perspective of what people expected even on election day, on knowing that Donald Trump had been elected, what today is regarded as an optimistic scenario is a high tariff scenario. So I don't think we should sort of say, ""Well, the tariffs may still work themselves out, but we'll still have big problems."" Working themselves out for the tariffs is still getting to a very, very bad place."
DYzqjIjszqD,6342,Larry Summers,"But if it does, it will be in circumstances where that's the least of our problems. And the example is the loss of the British pound status as a reserve currency in the mid-1950s, particularly after Suez. Britain lost the pound as a reserve currency, but after Suez and in the 1950s, that was the least of Britain's problems. So we won't just lose the dollar as a reserve currency because others will build up deep capital markets and [inaudible] will shift towards their currency. But if we become a not predictable, not rule of law kind of place that is universally distrusted, that could lead to very substantial movements away from the dollar. But if we become a lawless place, the fact that we don't have the exorbitant privilege anymore that lets us borrow a bit cheaper will be the least of our problems. So I am worried about the future of the dollar, but more that it could be a symptom of even profounder and deeper problems than because it would itself be an impetus to decline. No, that's very interesting and well said. I guess there's a reason this discipline was originally called ""political economy"" and maybe should still be, and you treat it that way certainly. Politics matters a lot for economics and vice versa. What about the international side?"
tmx1c-ci3-D,17565,Anne Applebaum,"And it has started once again all the questions and conversations about what does he have over Trump? Why is Trump a supplicant towards Putin? Why is the United States, which is a much larger, much more important, much wealthier, much more powerful country, why do we appear to be sucking up to Russia? And we have analyzed this many times back and forth, and we've heard all the possible explanations, and none of them has ever really made any sense. I mean, none of it really adds up. As for Europeans, the first part of your question... So yes, Europe now-actually this has been true for a while, this has been true for more than a year-Europe in total gives more money to Ukraine than the United States does. And that's both money... Ukrainians now have their own industries. And so Europe funds a lot of the drone production, for example, inside Ukraine, or some of it takes place outside of Ukraine in neighboring countries. So, the European money, both producing weapons and giving them weapons, is now much larger than the US. Plus there's other kinds of economic support and so on. I think European, there was a kind of Czech-led project to collect ammunition from around the world, that's had an impact. And so there's no question that Europe is now the more important source of aid, military aid and economic aid for Ukraine than the United States."
xrzV7QDyDK2,17056,Anne Applebaum,"We'll talk about all those topics and update people, even if we can't entirely cheer them up. Well, thanks for having me. Always pleasure to talk to you, whether in real life or via Zoom. No, both are good. Okay. So you've been to Ukraine several times, obviously you know it very, very well. Been to it before obviously the war, then since the war, you're right there. You're spending a fair amount of time in Poland right across the border. So what's your sense of the actual situation on the ground in the war in Ukraine? So first of all, yeah, I'm in Poland now. I'm in Western Poland though, so not exactly near the front line, but still. I was last in Lviv a few months ago. I was there in the spring, and I'm actually supposed to go to Kyiv in September. I mean, I think one of the remarkable stories, and this is not very well told in the US, is that not that much has changed. Despite this kind of constant drumbeat of crisis and danger, and the Russians are going to take Pokrovsk, which is a big fortress town in Donbas, the Russians move forward very, very slowly. They are moving, but I was told at the current rate, they will take all of Donbas in something like four and a half years."
R7XGhwpb6pr,19375,Anne Applebaum,"I mean, the Europeans seem to be doing more. I'm just curious how worrisome though is that going forward, three, six, 9, 12 months, obviously if it stays basically dried up? And secondly, one thing you didn't mention that I think fits very much in with what you were saying is having Putin in the United States, I think people here didn't appreciate what that meant. I mean, he's been a pariah, justifiably so in my opinion, since the invasion, but maybe he should have been a pariah after the first invasion. That's a whole 'nother, but anyway, certainly since February 24th, 2022, and he hasn't been to any respectable European country, and maybe even unrespectable one. I don't know if he's been anywhere in Europe beyond Belarus or something. And having him be greeted with a red carpet by the president of the United States in the US while the war's going on, no ceasefire, no cessation for one day of bombing of civilians. I feel like that's a horrible, horrible thing for the US. It's just kind of a stain on our honor, but also a terrible signal to send to the Ukrainians and to the Europeans, and to the Russians for that matter. To be clear, if Putin were to go to any country that's a member of the International Criminal Court, which the United States is not, that country would be obligated to arrest him."
wj1gK8CGscI,16207,Anne Applebaum,"It's much more eloquent than I just said it. And he meant it, I think. And he did a lot of things that really... We think of him as preserving the Union and the constitution, which is true, but also huge amount, of course, leaving aside the Emancipation Proclamation and winning the war. But I mean, many, many things he did were not... It was a kind of refounding of the republic, and I don't want to get too rhetorical or whatever, but one almost thinks that there has to be a little more thinking, I guess the way I would put it. It's a tricky thing. Jonathan Last made this point, I'll close by asking you this, the other day, which is it's tricky at one at the same time, defend the institutions that has to be defended, even though they're flawed, even though they've messed up in some ways because the alternative is so much worse. So, you have to defend... Justice Department wasn't perfect. The FBI wasn't perfect. The health services weren't perfect, but I mean, compared to what's on offer here, they need to be defended. But you also do have to have a path forward. They can't just be going back to the- No, we can't go back. No, they need to be defended and reimagined."
FDfZCTeQ8Ob,19959,Anne Applebaum,"It's just kind of a stain on our honor, but also a terrible signal to send to the Ukrainians and to the Europeans, and to the Russians for that matter. To be clear, if Putin were to go to any country that's a member of the International Criminal Court, which the United States is not, that country would be obligated to arrest him. And that includes every European country. So he can't visit Europe at all because he would be arrested upon landing. And the fact, as you say, that he appeared in the US, that American soldiers physically rolled out a red carpet for him, which I haven't seen them doing for Zelensky indeed, or President Macron, or anybody else. The fact that he was received with this expectation of an elaborate lunch and so on, which by the way, he didn't stick around for. The fact that he was apparently rude to the American president, for which he seems to have paid no price either. I mean, all that is, from the European point of view and really actually the international point of view, pretty extraordinary. And it has started once again all the questions and conversations about what does he have over Trump? Why is Trump a supplicant towards Putin? Why is the United States, which is a much larger, much more important, much wealthier, much more powerful country, why do we appear to be sucking up to Russia?"
7gvVOUnNDnw,17068,Anne Applebaum,"So in that sense, again, I mean the Ukrainians are as depressed as you would imagine by the failure of the talks so far and dispirited by that. And I can't account for how that morale will eventually affect them. But the war continues not very much changed. And the Russians are not making a breakthrough and they've not achieved a victory. And so I think that's the first thing to say. I mean, I think the second thing to say is that, looked at from the point of view of the Ukrainians and indeed from the Poles and from Europe, all the events of the last couple of weeks that seemed so dramatic, the meeting of Trump and Putin in Alaska, the Europeans flying to Washington to meet Trump together with President Zelensky of Ukraine, all of it has had very little impact on the ground. And probably what it's doing is prolonging the war. So again, I have to be very careful how I say this because I too want these talks to succeed and I also want there to be a breakthrough. And I hope there are secret negotiations that I don't know about where something better is happening. But what we see from the outside, and indeed what the Europeans and the Ukrainians see, is simply President Putin stringing along Donald Trump."
yZJfNmPFs2v,16314,Anne Applebaum,"They still have huge advantages. But the fact remains that we are more than three years into the war, and the front line is barely moving. I mean, by the standards of wars. It moves a little bit, but the collapse of the front line that people were predicting six months ago never happened, and we're now at the end of the summer. So fighting will slow down as the weather gets worse. In Ukraine's case, the innovation is as they have been invaded and have territory conquered, and they're fighting right there, whereas I don't mean to minimize our achievements in World War II or other countries, Britain, Germany, et cetera, but we weren't partly occupied and weren't being, I believe Britain was, but we weren't being bombed every night and so forth. So I mean it is- No, I mean, actually one of the things that bothers me the most about the way Trump talks about Ukraine is he keeps talking about Ukraine has no cards. There was something he said a couple of days ago about how Ukraine is a small country, it shouldn't have gone to war with a big country. I mean, first of all, who invaded who? But there's this constant refusal to recognize this achievement, the holding the line. It is a smaller country, it is fighting a bigger country."
IrB1-N3u6T3,16287,Anne Applebaum,"I don't know. So generally, give me your sense of that in Europe. So yes, it's widespread. It includes the UK, it includes, I don't know, people like the Poles and the Czechs and the Romanians. Everybody, however they feel about it, whatever kind of government they are, including the far-right governments, they understand that there's been a seismic shift and everybody's seeking to adjust to that shift and to figure out how to cope with it. So there's no one who thinks differently. Maybe some like it. I mean, Viktor Orbán in Hungary presumably likes the change in the United States, and he's hoping to profit from it. But he too understands the scale of it. So nobody really doubts that. As for the stability, I don't want to make a general statement because these go election to election and each election is different. There is no question that there is in every European country, maybe one or two exceptions but almost none, here is a far right which is pro-Russian and which in some cases has been funded by Russia, or amplified by Russia on social media, or has had some special relationship with Russia, or with Russian propaganda, just like in the United States. Some of those parties are flirting with or experimenting with MAGA techniques. So they're watching what works in America and they're seeking to bring those tactics to Europe."
Wi973ipfLj5,16489,Anne Applebaum,"And this happened a few days ago. Using the FBI or its equivalents to conduct investigations into the president's personal enemies. People who have not broken any normal law or we don't know what kind of law they've broken. I mean, the breaking into John Bolton's house and ripping up his filing cabinet or whatever they did, I mean, why? And the idea that this is some kind of revenge for the FBI asking Trump to hand over files. I mean, that was an open process that was conducted over many days. And Trump was repeatedly asked to give back classified documents. And when he refused to give back the classified documents, which he was storing in Mar-a-Lago in his hotel, eventually somebody went in and said, ""We own these documents."" None of that happened with Bolton. We don't know why he was being investigated. And we do know that the head of the FBI tweeted about this investigation. So the politicization of these. This is a textbook case of how democracies go wrong and how countries become authoritarian or how people lose their rights is when you politicize agencies that are supposed to be neutral when there is no rule of law. And instead, there's rule by law. Rule by law means that the law is what the President decides it is."
f7wrD_pX-bt,17097,Anne Applebaum,"They are moving, but I was told at the current rate, they will take all of Donbas in something like four and a half years. Donbas is a tiny part of, well, it's a large part, but it's still pretty far Eastern Ukraine. So the Ukrainians continue to hold the line. They continue to innovate. They're building new drones. I've just seen some photographs actually of a new type of drone they've built that seems to be modeled on an Israeli model. They're now building their own missiles. I think another piece of the story that's really not understood is the Ukrainian campaign inside Russia against Russian refineries. And just in the last few days, they've hit several very large ones. And these are refineries that affect the internal Russian market. And one of the effects has already been long lines at gas stations all across, particularly, the eastern and southern parts of Russia. So the story that we're usually told, which is Ukraine is about to be crushed by Russia, and that actually President Trump seems to believe, is not true and hasn't been true for, it's not quite three and a half years, but three and a quarter years so far. So in that sense, again, I mean the Ukrainians are as depressed as you would imagine by the failure of the talks so far and dispirited by that."
Ke0-e8-5CLl,6321,Tim Snyder,"That's their plan. Their version of victory is that we lose focus, we lose attention, we don't fund, and then they wear the Ukrainians down with the help of the North Koreans and the Iranians. Yeah, they see Capitol Hill and then the 2024 election, obviously presidential, as their two-step path to victory. But yeah. No, it is striking. You think that's very explicitly in their mind, that if things went differently on Capitol Hill and in 2024 it would have a pretty big effect in Russia? Oh yeah, yeah. I know you know all this- No, no. ...forgive me the little lecture. In the US we really do live in our own... We have bubbles within a bubble, but there's one big American bubble, and in that American bubble we have all these other bubbles. But then on the American bubble we just often... I just put it very bluntly. We often just don't recognize that there's a world out there which is communicating to us very clearly. The Russians pretty much every day in their own propaganda talk about how great Trump is, and how great the Speaker of the House is. We might not like that, we might not pay attention to it, but it's right there before our eyes. They literally go on screen in front of millions of their own people and say rah-rah when there's not a vote for Ukraine aid."
czfnv8s2qt6,6185,Tim Snyder,"I think that's an excellent point. As I recall it, the move that we often made was to say, ""These guys are somehow invested wrongly in the past,"" which of course fascists are. Fascists have the cyclical view of the past and restoring greatness. And in that way, Milošević really was... he was somebody who talked about both... he does the thing which Putin does now and which Trump does now, which is that you somehow are both always the victim and you're always the victor at the same time. Like everybody's always against you and somehow it always turns out well, and whatever you do is okay because you're always already the victim. But yeah, I don't think, in coming out of the '80s into the '90s, a lot of the people that the United States had backed during the Cold War would have been called, if we had not been backing them, fascists. And so that's one reason why we're not sensitive to it. But I think the main reason we're not sensitive to it actually is a lack of reflection about our own history. I think that's really where we... that's our real problem. It's not anybody else, the problem is us. Yeah. And certainly someone like me who'd been on the conservative side, I feel like I've personally learned a ton about... and I knew this of course at some level, and I was pro civil rights and everything."
ingdPYoPXYb,6067,Tim Snyder,"Hopefully things look more promising in November 2024, and maybe we can talk more about the future and about a brighter future. Whereas I think, as you say, so well, I mean this... 2024 could be a real turning point, not just for Ukraine, but for all of us. I mean, couldn't it be a real inflection point in world history? Yeah. And it can still be a good one. It can still be a good one. Yeah. Thanks for reaching out. Tim Snyder, thank you so much for joining me today, and thank you all for joining us on Conversations ."
9jkMYlduWmB,6734,Tim Snyder,"And that basically got laughed at by the American Foreign Policy Establishment. And so, I did think he was going to stay and they were going to fight. I didn't think they would do as well as they ended up doing. So here I'm going to join in your expectation. I want to start there somewhere else, which is why, I'm just going to pose it a different way, which is why didn't we take Ukraine seriously or to put it in the sharpest possible term, why was our expectation the same as Russia's expectation? Because both inside the Kremlin and inside the Beltway and inside the Beltway among both Republicans and Democrats, the expectation was Ukraine is going to fold in a few days. And why did we have that expectation? And I think that expectation arises from the deep fundamentals, the imponderabilia, the things that come before we even start talking about history or strategy or politics. I think that comes from a kind of very deep Russian subjective victory, which is Americans and most people in the West until 2022, somewhere deep down thought Russia's a real place and Ukraine is not a real place. And then from that, without actually saying that out loud, we reason forward to ""whatever, they're corrupt, it's a new nation who knows..?"" like something that we are willing to say out loud."
