video_id,view_count,guest_name,transcription
zPfFK1ohaoe,21357,Anne Applebaum,"The fact that he was received with this expectation of an elaborate lunch and so on, which by the way, he didn't stick around for. The fact that he was apparently rude to the American president, for which he seems to have paid no price either. I mean, all that is, from the European point of view and really actually the international point of view, pretty extraordinary. And it has started once again all the questions and conversations about what does he have over Trump? Why is Trump a supplicant towards Putin? Why is the United States, which is a much larger, much more important, much wealthier, much more powerful country, why do we appear to be sucking up to Russia? And we have analyzed this many times back and forth, and we've heard all the possible explanations, and none of them has ever really made any sense. I mean, none of it really adds up. As for Europeans, the first part of your question... So yes, Europe now-actually this has been true for a while, this has been true for more than a year-Europe in total gives more money to Ukraine than the United States does. And that's both money..."
hyQm6oJB6MJ,20299,Anne Applebaum,"That's what I see. Yeah, that's very helpful and comprehensive. I mean, one question, well two questions I guess, one is just how much do you think, and there's one more Ukraine-specific and the war-specific, the drying up of USAID, it doesn't seem to have quite as bad an effect of some of us feared. I mean, the Europeans seem to be doing more. I'm just curious how worrisome though is that going forward, three, six, 9, 12 months, obviously if it stays basically dried up? And secondly, one thing you didn't mention that I think fits very much in with what you were saying is having Putin in the United States, I think people here didn't appreciate what that meant. I mean, he's been a pariah, justifiably so in my opinion, since the invasion, but maybe he should have been a pariah after the first invasion. That's a whole 'nother, but anyway, certainly since February 24th, 2022, and he hasn't been to any respectable European country, and maybe even unrespectable one. I don't know if he's been anywhere in Europe beyond Belarus or something. And having him be greeted with a red carpet by the president of the United States in the US while the war's going on, no ceasefire, no cessation for one day of bombing of civilians."
bhQsIfvkU4m,20402,Anne Applebaum,"There was something he said a couple of days ago about how Ukraine is a small country, it shouldn't have gone to war with a big country. I mean, first of all, who invaded who? But there's this constant refusal to recognize this achievement, the holding the line. It is a smaller country, it is fighting a bigger country. And it had a lot of disadvantages. I mean, it still was a partially Soviet army. It has fewer people, all those things. And yet it's true, the collapse that people kept predicting never happened. Yeah. Say a word about, I mean, let's get to maybe to Europe more broadly. And obviously Europe has many different countries, as you know very, very well. Better than I, and different governments, and so we can break it up a bit if we want, but I just was struck... Again, I think people hear, it all happened so fast. That Friday Summit in Alaska, Monday meeting with Zelensky, Europeans get together with Zelensky over the weekend, and suddenly the most important European leaders are showing up here. I mean, it's pretty amazing, actually. I don't recall even quite seeing anything like that in my years of being in and watching and being around government."
BmNRhONTika,19502,Anne Applebaum,"And when he refused to give back the classified documents, which he was storing in Mar-a-Lago in his hotel, eventually somebody went in and said, ""We own these documents."" None of that happened with Bolton. We don't know why he was being investigated. And we do know that the head of the FBI tweeted about this investigation. So the politicization of these. This is a textbook case of how democracies go wrong and how countries become authoritarian or how people lose their rights is when you politicize agencies that are supposed to be neutral when there is no rule of law. And instead, there's rule by law. Rule by law means that the law is what the President decides it is. So instead of having courts that make decisions based on the constitution, instead of having an FBI that investigates people based on whether they think they broke the law, instead you have this personalized and politicized organs of the state. And that is completely un-American, it's completely undemocratic. And again, I imagine in this case, I'm sure there are precedents in American history, for example, in the South, in the 1920s or in the late 19th century. I'm sure we could find at the state level this kind of politicization, Huey Long's Louisiana, for example."
rah-gGL2jFA,24847,Anne Applebaum,"I don't know if he's been anywhere in Europe beyond Belarus or something. And having him be greeted with a red carpet by the president of the United States in the US while the war's going on, no ceasefire, no cessation for one day of bombing of civilians. I feel like that's a horrible, horrible thing for the US. It's just kind of a stain on our honor, but also a terrible signal to send to the Ukrainians and to the Europeans, and to the Russians for that matter. To be clear, if Putin were to go to any country that's a member of the International Criminal Court, which the United States is not, that country would be obligated to arrest him. And that includes every European country. So he can't visit Europe at all because he would be arrested upon landing. And the fact, as you say, that he appeared in the US, that American soldiers physically rolled out a red carpet for him, which I haven't seen them doing for Zelensky indeed, or President Macron, or anybody else. The fact that he was received with this expectation of an elaborate lunch and so on, which by the way, he didn't stick around for."
U42BOJTEvS3,6758,Tim Snyder,"It's all the succession of strong men. He doesn't pretend to be the strongest of strong men. He's kind of a link on a submission chain where Putin is obviously higher than him, but for him it's ultimately about who is strong and who is not. And the fact that the Russians are killing so many people in Ukraine, there's so much bloodshed, is clarifying. It's because that is in fact what people like. It's not just that they're tolerating it, it's what they like. Yeah. That for me has been such a revelation of the Trump movement as well as the war now in Ukraine, that this sort of psychological appeal of fascism. Fascism, broadly understood. Not literally necessarily '20s, '30s European fascism, but that's something... I don't know. I had the more conventional, I was an anti-communist. And then the Cold War ended and then we had various... I was on the interventionist side, liberal interventionists, conservative interventionists side, depending on the Balkans and Middle East. But I don't know, I somehow put that out my mind. You didn't because you studied, I think, that part of the world. So that's infinitely more than I had. But I think it's a real... that's not a happy revelation, but it's one that one should've of course known all along, I guess."
QFnuFtafNt0,6235,Tim Snyder,"I mean, for people who want to be fooled, there's still stories out there about the Russian language or NATO or whatever, but what they tell us every day is they're trying to destroy Ukrainian state and society. That's their war aim. And so long as they haven't done that, they're going to try, they're going to keep trying to do that on the Ukrainian side, yeah, they can sustain this for a long time, provided that they don't engage in ill thought through offensive operations or lose too many people. The main constraint that they have is that there are only so many Ukrainians and it's reasonable of them to be taking that constraint into account. Russia has more people, but also Russia, the Russian leadership doesn't care at all about losing its own people, whereas Ukrainian leadership to its great credit, does care. They have to balance preserving territory, winning the war and not losing too many people on the battlefield. But I think they've been very clever about things that look asymmetric like these sea drones. They've been very clever about how they fought the war so far. And again, so I think so long as we subjectively act as though they can win the war, I think they can eventually win the war."
TeUW0DWq0fi,6112,Tim Snyder,"The basic principle of international order is that countries shouldn't be invading other countries and changing territory. They have held off, in large measure, a genocide. Wherever the Russians occupy, they have been killing people, kidnapping people, raping people. Holding off a genocide is not something just that Ukrainians are doing for Ukrainians. It's also a contribution to a better world. The Ukrainians are fulfilling the entire NATO mission, basically on their own. There won't be a war in Europe so long as the Ukrainians are fighting the Russian army, because there's no way the Russian army can fight another war. If Russia defeats Ukraine, of course, it can. And in my view anyway, they've made a war with China much less likely because they're showing how offensive operations are complicated and unpredictable, and a Chinese Communist Party that doesn't want to be embarrassed is going to pay attention to that. And the Ukrainians are showing that there are people out there in the world who are willing to take risks for democracy, which is a pretty important example, I think, for us and for everybody. They're doing all those things for us. I think that's where the conversation should start."
UNwE8cZ6snd,6535,Tim Snyder,"That's their plan. Their version of victory is that we lose focus, we lose attention, we don't fund, and then they wear the Ukrainians down with the help of the North Koreans and the Iranians. Yeah, they see Capitol Hill and then the 2024 election, obviously presidential, as their two-step path to victory. But yeah. No, it is striking. You think that's very explicitly in their mind, that if things went differently on Capitol Hill and in 2024 it would have a pretty big effect in Russia? Oh yeah, yeah. I know you know all this- No, no. ...forgive me the little lecture. In the US we really do live in our own... We have bubbles within a bubble, but there's one big American bubble, and in that American bubble we have all these other bubbles. But then on the American bubble we just often... I just put it very bluntly. We often just don't recognize that there's a world out there which is communicating to us very clearly. The Russians pretty much every day in their own propaganda talk about how great Trump is, and how great the Speaker of the House is. We might not like that, we might not pay attention to it, but it's right there before our eyes."
cDYzqjIjszq,6442,Tim Snyder,"And that basically got laughed at by the American Foreign Policy Establishment. And so, I did think he was going to stay and they were going to fight. I didn't think they would do as well as they ended up doing. So here I'm going to join in your expectation. I want to start there somewhere else, which is why, I'm just going to pose it a different way, which is why didn't we take Ukraine seriously or to put it in the sharpest possible term, why was our expectation the same as Russia's expectation? Because both inside the Kremlin and inside the Beltway and inside the Beltway among both Republicans and Democrats, the expectation was Ukraine is going to fold in a few days. And why did we have that expectation? And I think that expectation arises from the deep fundamentals, the imponderabilia, the things that come before we even start talking about history or strategy or politics. I think that comes from a kind of very deep Russian subjective victory, which is Americans and most people in the West until 2022, somewhere deep down thought Russia's a real place and Ukraine is not a real place. And then from that, without actually saying that out loud, we reason forward to ""whatever, they're corrupt, it's a new nation who knows..?"" like something that we are willing to say out loud."
hEN3so3OxYg,10775,Mark Esper,"It does seem to me, and obviously I've never been a fan of his, but early on, he must have had a sense maybe more in 2017, 2019, more in 2019, as you've said, though, than 2020, that he doesn't know everything. He does need some professionals around him. He would sometimes at least often take their advice or look the other way as you didn't quite do things that he had off the cuff wanted you to do or whatever and so forth. But it does feel like since 2020, that process, let's say, of liberating himself from these different constraints and guardrails I would call them has accelerated. If anything, it hasn't gone back. He didn't rethink everything after January 6, 2021 and say, ""You know what? I should have listened to Mike Pence. I should have listened to Mark Esper. I should have listened to Bill Barr. I shouldn't have gone down any of these paths."" Well, look, every president learns on a job. There's no training to be president, although, some have less of a learning curve than others. George, again, H.W. Bush, who knew D.C., he knew the instruments of government is an example of somebody who had less of a learning curve."
F3AZu3IqoPm,10759,Mark Esper,"The other thing is, you know better than I mean, going from 1% to 2% doesn't sound like that much in a funny way, but for them psychologically, that's a huge jump. Absolutely. That 1% has been kind of a pacifist Japan post-World War II thing- That's right. ...for 80 years. Yeah, it's more than just a number, it is a psychological threshold. It's a different footing, and it's sending a message. I mean, who else are they making that announcement about? It's clearly, North Korea is a threat to them, but they've been dealing with North Korea for decades. It's really about China and it's about China, Chinese Coast Guard, Chinese naval vessels in Japanese waters, in Japanese exclusive economic zones, sailing around the Senkakus, which I think the Japanese recognizes. And by the way, it's not just them who are saying fund Ukraine, it's Taiwan too is saying, because they recognize the common principle at stake here. And the common principle is this, if a big authoritarian neighbor invades a smaller democracy for the sole purpose of seizing that territory and incorporating it into their own domain, we need to fight for those principles or else the global order that we've known that's produced peace and prosperity for the last 75 plus years is going to wither away."
n0pzlQY1wWm,11343,Mark Esper,"And we all know now that there was that, I guess a meeting in late December with I think maybe it was Mike Flynn and others who said, ""Yeah, maybe we should send the military in to seize ballot boxes or to conduct another election."" I can't recall the details, but it was quite alarming that the military would be put in that context. I was concerned going into the fall that the military would be used at the time of the election when the results were revealed to put down protests to do other things and so that became more of my concern, immediate concern at that point in time. And of course, I don't think anybody envisioned that the weeks and months after November 2020 would happen the way they did. In my lifetime, if you had told me five, 10, 15, 20 years ago that there would be an insurrection on Capitol Hill and people would storm the Capitol and try and seize ballot boxes and threaten to hang Mike Pence, the vice president, it would be like a bad Hollywood movie. But it was real, and it should be a wake-up call for all of us."
zAmka3p744b,10743,Mark Esper,"What's that? They held Ukraine, yeah. But the actual direct invasion of a UN member state with the kind of semi-genocidal way they've conducted the war, maybe not semi, it's pretty the largest ground war in Europe in 80 years, I think. Right? I mean, I feel it's pretty big I think. Don't you think February 24, 2022 will be like a real, genuine moment in world history? Yeah. Look, I think it crystallized again this notion of a new era of great power competition with Russia and China being the adversaries. And keep in mind, it was just a few weeks before the invasion that Putin and Xi Jinping, the president of China, stood side by side of all places in Beijing at the Olympics, and they issued their 5,000 word statement about their strategic partnership and alliance, and would just be a few weeks later when Russia would invade Ukraine with armored columns and mechanized troops. And it was almost like the Nazi invasion of Poland in 39. I mean, it was just kind of a blitz into Kiev. Unfortunately, the Ukrainians fought back bravely, courageously and competently and spoiled their plans. Good for them. And you all did, I think a fair amount, and maybe the [inaudible] administration had begun after 2014 to do some things too, to really build up Ukraine's military capability."
8VKkqLencZS,11506,Mark Esper,"And so the question will be is who does he bring in? And if that's the type of people they are, what is going to bind them? At least in the military, you have a professional military class who understands what its ethics are, what the norms are, the proper behavior between civilians and the military, and I think they will hold the line. But the civilian Secretary of Defense has a lot of power. I've tried to emphasize this multiple times. There's only two people in the United States of America that can deploy United States forces, the President and the Secretary of Defense, not the Chairman of the Joint Chiefs of Staff, not the Vice President, it's only the President and the Secretary of Defense. So it's an immensely powerful position, and there's other things that come with that responsibility too. So these decisions on personnel will be very, very important. And that should concern us, again. Yeah. And I think you were alarmed, as I was, when you were relieved and the kinds of people that President Trump wanted to bring in there, and some of who he did bring in, maybe there was enough pushback that he couldn't quite do what he wanted to do."
J61Yx_zfSAN,6988,Aaron Friedberg,"And they'll also be, assuming that there is another faction, they would be struggling for Trump's ear. And again, my guess would be in the end, that side of the spectrum, people with those kinds of views, traditional Democratic allies, I don't know that all of those people share Trump's personal affinity for some of the dictators that he's engaged with. But overall, these are people who are much less interested in talking about human rights or judging the quality of another regime based on its ideology and style of governance. That seems to be much more in harmony with Trump's own views. But again, we don't know. But to get back to your question, what that means is the range of uncertainty, the range of possible policies under a Trump administration is just extremely wide. And just the last point, it's not just a function of, and this would be more normal if you had schools of thought that are going to fight and maybe they're going to compromise and one's going to win on this and one's going to win on the other. Sitting on top of this, you have the maximum leader who's mercurial, capable of changing his mind, going from one thing to another."
2cW7GfP6R7o,7044,Aaron Friedberg,"I mean, there may be some things he could give them that we're not giving them, but that just would be inconsistent with everything else that he said, and saying to Ukraine, ""If you don't come to terms, we're going to cut you off."" Well, that's quite plausible, it seems to me, unfortunately. And that I think would be the most likely outcome. And then that has ramifying effects on everything else if it happens. That last sentence is so important. I want to get to it in a second, but I just did a podcast with my colleague, Tim Miller, who made a very good point I hadn't quite focused on, which is we take so much for granted that Trump behaves the way he behaves. I mean, how astonishing is it that he's with the head of a government that's fighting, of a nation that's fighting for its life against the brutal aggressor? We've been with it for, on its side, as almost the whole world has been really, the whole civilized world. And there's not a sentence that I could see, I skimmed the transcript also, of sympathy for Ukraine, of solidarity, of, ""Look, we so admire what you and your citizens have been doing."" You could then say, if you wished, ""We may have to, I'm not sure we can get the maximum war aims that you hope for."" And sometimes he has to make compromises you don't want to make."
425U85hfj-e,6717,Aaron Friedberg,"And I don't know where exactly that would lead, but it can't be anywhere good. So that's the first and most obvious set of consequences that seems to me would flow from a scenario in which the United States basically forces Ukraine to accept terms, which most likely would not hold for very long because the Russians would regroup and continue, and probably with the assurance that the United States wouldn't do anything. So that would be the first set of consequences. But then it echoes around the world. There are all these academic debates over years about whether dominoes really fall or whether a failure to follow up on commitments in one domain has an effect on others. I don't know. I haven't kept up with the literature. So it can go back and forth, back and forth. Usually academics like to say that, ""Oh, there's no connection between these things."" But that too seems to me highly unlikely. What are our friends and allies in Asia going to make of this outcome? And they've been very blunt now, Japanese leaders in particular, but Taiwanese too, saying, ""We have a stake in the outcome of this war between Ukraine and Russia because what happens there today could happen in Asia tomorrow."" So what would be the responses to that?"
j4JkeiqoKRT,6679,Aaron Friedberg,"Again, I haven't read the full transcript, but the bit that I saw that referred to the war and the consequences talked about all the buildings that had been knocked down. And he says something like, ""If they hadn't done this, these buildings would still be standing, then they'd be there for 2,000 years,"" or something like that. So yeah, I didn't see anything there. Praising Ukraine for its resolve, praising Ukrainian democracy for rallying its people to defend their own government and their own territory, sympathy for the losses. He talks about it as if, you know, these are two, I don't know, there are two parties negotiating over a real estate deal. There's no sense that there's one side that we are sympathetic to and align ourselves with, and another that we reject. And that is revealing because I think that is the way he looks at it. And if that becomes the first kind of big fork in the road he faces as president, which I guess it might, support for Ukraine, you just said a word about the ramifications elsewhere. So say something about that. It's not as if these things, they do have an effect, even if he thinks he's going to be status quo and with respect to China for six months or something like that."
dxTbI10q71H,8355,Aaron Friedberg,"So the consequences in Europe and Putin emboldened, presumably, by his success, he would be able to say, ""I, just like past great Russian leaders,"" maybe he wouldn't invoke Stalin, but that's clearly who he would have in mind, ""took a punch, but we Russians don't give up, and we mobilized our industry and mobilized our people, and we won this great victory."" Does anyone think that he then is going to be content and isn't going to cast his eye to the Baltics or even cast his eye further to the west? That seems to me highly unlikely. He's expressed his views, his revisionist views about how he would like Russia to become the dominant power in Europe again. And the first piece of that would be weakening the American position and weakening the alliance that depends on the United States, namely NATO, and a defeat in Ukraine would have that effect. And I don't know where exactly that would lead, but it can't be anywhere good. So that's the first and most obvious set of consequences that seems to me would flow from a scenario in which the United States basically forces Ukraine to accept terms, which most likely would not hold for very long because the Russians would regroup and continue, and probably with the assurance that the United States wouldn't do anything."
7gvVOUnNDnw,9768,Robert Kagan,"And when he comes out on the birther conspiracy, everybody knows what that means, especially the white nationalists in the country. So he summoned them to him immediately, and then he displayed all the characteristics that such demagogues have always displayed, including his crudeness and... He is a violator of all the norms, and it is precisely because of his violation of all the norms that he has this following because they see him as the one person who really is willing to defy the sort of liberal hegemony that has grown up in America, that he has the strength, the determination, he doesn't care what all these guys think about him, and he will fight this fight. But what is the fight? The fight is against American liberalism writ large. Yeah, that's good. I mean, the use of extra-legal forces and threats and even some terror, that's not... I mean, these are not the historians I've read much of, but I think labor historians would say that that's happened quite a lot on the management side in the late 19th century, and it wasn't a trivial part of the attempt to keep unions and working men under control. And then as God knows, there's a lot of ethnic violence and so forth."
yZJfNmPFs2v,8991,Robert Kagan,"I mean, you mentioned people not being punished. That's a part of American history obviously, and the kind of collusion you might say of the vigilantes and the law enforcement and official forces. Absolutely. I'm very struck with people have not made enough. I think Amanda Carpenter, who used to be with us at The Bulwark and is now at Protect Democracy, has made this point. Trump says in every speech that he's against qualified immunity for police officers, which I think a lot of people think actually is too much immunity, honestly, in terms of holding them accountable, but whatever. And he's for absolute immunity as he is for himself as president, for police officers, basically. They're not going to be charged with anything. He also says he's going to use the pardon power for the January 6th insurrectionists, but presumably many, many others as well. You combine total immunity for what you're doing if you're a law enforcement official, and we have hundreds of thousands in this country, and they're not all organized in terribly well-regulated police departments. They're in sheriff's offices and all kinds of things. And then you combine that with the pardon power, that's pretty far down the road, isn't it, away from liberalism?"
IrB1-N3u6T3,9058,Robert Kagan,"And there has been... That kind of rebellion has just...The idea that a significant portion of the country would fundamentally be opposed even to the general direction that the country was moving in, and I just think that we just have lost sight of how prevalent that is. Again, a lot depends on the leader, and this is where Donald Trump I think is important. There were certainly other anti-liberal candidates available. I mean, I think that we could name any number of, before Trump, any number of people who were on the anti- liberal side, but Trump is the one who has been able to capture this force because I think of his own peculiar personality. But the notion... This guy introduced himself... People, again, I think forget, he introduced himself to the American public as a presidential candidate in 2011 as a white supremacist. His first and really only issue in 2011 was the birther conspiracy. And when he comes out on the birther conspiracy, everybody knows what that means, especially the white nationalists in the country. So he summoned them to him immediately, and then he displayed all the characteristics that such demagogues have always displayed, including his crudeness and..."
Wi973ipfLj5,9915,Robert Kagan,"What he offers to them is revenge. What he offers to them is sympathy and support for what is effectively white anxiety. And whenever you say, ""It's the working class that supports Trump."" It's the white working class that supports Trump. The non-white working class does not support Trump, overwhelmingly in the other direction. And so I just think intellectuals in America are heavily influenced by economic and ultimately Marxist interpretations of how society works. And the other thing is, of course people want to blame whatever bad thing is happening on the thing that they're always unhappy about. So people who are unhappy about inequality in America say, ""Well, this is because of inequality."" People who are unhappy with the Iraq war say, ""This is happening because of the Iraq war."" So there's a real tendency to do that. And one of the things, that's why, in a way, that's what I'm trying to do in this book, is to say, ""Wait a second, we know what this movement is. We've seen this movement again and again and again throughout history."" And that's the part of it that I think people have lost sight of. We're so presentist in our approach to things."
f7wrD_pX-bt,9011,Robert Kagan,"No, I get that. And I've never claimed that I'm 100% certain that Trump is going to introduce a dictatorship, but I think any honest person would say the risk is high. Even if there's a 20% chance that Trump will do all the things he says he's going to do, isn't that too much of a risk to take? And then they have to convince themselves or convince us, or whoever's listening that somehow Biden is a bigger threat to the republic than Trump. I don't believe any normal person, any reasonable person could come to that conclusion. And so you have to ask, how sincere is that belief and how much is it that they're just cool with Trump? I just think we have to face that possibility. I mean, the in-between stage, and I guess students of the psychology of authoritarianism and stuff and authoritarian movements have really studied this a lot, is a kind of wishful thinking where you don't quite have to... I mean, you're saying they have to face it. They don't quite have to face it because people can deceive themselves about a lot of things, and so they should. But yeah, they can tell themselves guardrails will hold a little more than you..."
