video_id,view_count,guest_name,transcription
zPfFK1ohaoe,19375,Anne Applebaum,"I mean, the Europeans seem to be doing more. I'm just curious how worrisome though is that going forward, three, six, 9, 12 months, obviously if it stays basically dried up? And secondly, one thing you didn't mention that I think fits very much in with what you were saying is having Putin in the United States, I think people here didn't appreciate what that meant. I mean, he's been a pariah, justifiably so in my opinion, since the invasion, but maybe he should have been a pariah after the first invasion. That's a whole 'nother, but anyway, certainly since February 24th, 2022, and he hasn't been to any respectable European country, and maybe even unrespectable one. I don't know if he's been anywhere in Europe beyond Belarus or something. And having him be greeted with a red carpet by the president of the United States in the US while the war's going on, no ceasefire, no cessation for one day of bombing of civilians. I feel like that's a horrible, horrible thing for the US. It's just kind of a stain on our honor, but also a terrible signal to send to the Ukrainians and to the Europeans, and to the Russians for that matter. To be clear, if Putin were to go to any country that's a member of the International Criminal Court, which the United States is not, that country would be obligated to arrest him."
hyQm6oJB6MJ,17097,Anne Applebaum,"They are moving, but I was told at the current rate, they will take all of Donbas in something like four and a half years. Donbas is a tiny part of, well, it's a large part, but it's still pretty far Eastern Ukraine. So the Ukrainians continue to hold the line. They continue to innovate. They're building new drones. I've just seen some photographs actually of a new type of drone they've built that seems to be modeled on an Israeli model. They're now building their own missiles. I think another piece of the story that's really not understood is the Ukrainian campaign inside Russia against Russian refineries. And just in the last few days, they've hit several very large ones. And these are refineries that affect the internal Russian market. And one of the effects has already been long lines at gas stations all across, particularly, the eastern and southern parts of Russia. So the story that we're usually told, which is Ukraine is about to be crushed by Russia, and that actually President Trump seems to believe, is not true and hasn't been true for, it's not quite three and a half years, but three and a quarter years so far. So in that sense, again, I mean the Ukrainians are as depressed as you would imagine by the failure of the talks so far and dispirited by that."
bhQsIfvkU4m,17565,Anne Applebaum,"And it has started once again all the questions and conversations about what does he have over Trump? Why is Trump a supplicant towards Putin? Why is the United States, which is a much larger, much more important, much wealthier, much more powerful country, why do we appear to be sucking up to Russia? And we have analyzed this many times back and forth, and we've heard all the possible explanations, and none of them has ever really made any sense. I mean, none of it really adds up. As for Europeans, the first part of your question... So yes, Europe now-actually this has been true for a while, this has been true for more than a year-Europe in total gives more money to Ukraine than the United States does. And that's both money... Ukrainians now have their own industries. And so Europe funds a lot of the drone production, for example, inside Ukraine, or some of it takes place outside of Ukraine in neighboring countries. So, the European money, both producing weapons and giving them weapons, is now much larger than the US. Plus there's other kinds of economic support and so on. I think European, there was a kind of Czech-led project to collect ammunition from around the world, that's had an impact. And so there's no question that Europe is now the more important source of aid, military aid and economic aid for Ukraine than the United States."
BmNRhONTika,17068,Anne Applebaum,"So in that sense, again, I mean the Ukrainians are as depressed as you would imagine by the failure of the talks so far and dispirited by that. And I can't account for how that morale will eventually affect them. But the war continues not very much changed. And the Russians are not making a breakthrough and they've not achieved a victory. And so I think that's the first thing to say. I mean, I think the second thing to say is that, looked at from the point of view of the Ukrainians and indeed from the Poles and from Europe, all the events of the last couple of weeks that seemed so dramatic, the meeting of Trump and Putin in Alaska, the Europeans flying to Washington to meet Trump together with President Zelensky of Ukraine, all of it has had very little impact on the ground. And probably what it's doing is prolonging the war. So again, I have to be very careful how I say this because I too want these talks to succeed and I also want there to be a breakthrough. And I hope there are secret negotiations that I don't know about where something better is happening. But what we see from the outside, and indeed what the Europeans and the Ukrainians see, is simply President Putin stringing along Donald Trump."
rah-gGL2jFA,19959,Anne Applebaum,"It's just kind of a stain on our honor, but also a terrible signal to send to the Ukrainians and to the Europeans, and to the Russians for that matter. To be clear, if Putin were to go to any country that's a member of the International Criminal Court, which the United States is not, that country would be obligated to arrest him. And that includes every European country. So he can't visit Europe at all because he would be arrested upon landing. And the fact, as you say, that he appeared in the US, that American soldiers physically rolled out a red carpet for him, which I haven't seen them doing for Zelensky indeed, or President Macron, or anybody else. The fact that he was received with this expectation of an elaborate lunch and so on, which by the way, he didn't stick around for. The fact that he was apparently rude to the American president, for which he seems to have paid no price either. I mean, all that is, from the European point of view and really actually the international point of view, pretty extraordinary. And it has started once again all the questions and conversations about what does he have over Trump? Why is Trump a supplicant towards Putin? Why is the United States, which is a much larger, much more important, much wealthier, much more powerful country, why do we appear to be sucking up to Russia?"
U42BOJTEvS3,6734,Tim Snyder,"And that basically got laughed at by the American Foreign Policy Establishment. And so, I did think he was going to stay and they were going to fight. I didn't think they would do as well as they ended up doing. So here I'm going to join in your expectation. I want to start there somewhere else, which is why, I'm just going to pose it a different way, which is why didn't we take Ukraine seriously or to put it in the sharpest possible term, why was our expectation the same as Russia's expectation? Because both inside the Kremlin and inside the Beltway and inside the Beltway among both Republicans and Democrats, the expectation was Ukraine is going to fold in a few days. And why did we have that expectation? And I think that expectation arises from the deep fundamentals, the imponderabilia, the things that come before we even start talking about history or strategy or politics. I think that comes from a kind of very deep Russian subjective victory, which is Americans and most people in the West until 2022, somewhere deep down thought Russia's a real place and Ukraine is not a real place. And then from that, without actually saying that out loud, we reason forward to ""whatever, they're corrupt, it's a new nation who knows..?"" like something that we are willing to say out loud."
QFnuFtafNt0,6185,Tim Snyder,"I think that's an excellent point. As I recall it, the move that we often made was to say, ""These guys are somehow invested wrongly in the past,"" which of course fascists are. Fascists have the cyclical view of the past and restoring greatness. And in that way, Milošević really was... he was somebody who talked about both... he does the thing which Putin does now and which Trump does now, which is that you somehow are both always the victim and you're always the victor at the same time. Like everybody's always against you and somehow it always turns out well, and whatever you do is okay because you're always already the victim. But yeah, I don't think, in coming out of the '80s into the '90s, a lot of the people that the United States had backed during the Cold War would have been called, if we had not been backing them, fascists. And so that's one reason why we're not sensitive to it. But I think the main reason we're not sensitive to it actually is a lack of reflection about our own history. I think that's really where we... that's our real problem. It's not anybody else, the problem is us. Yeah. And certainly someone like me who'd been on the conservative side, I feel like I've personally learned a ton about... and I knew this of course at some level, and I was pro civil rights and everything."
TeUW0DWq0fi,6132,Tim Snyder,"Yeah. ""We're on the right side of civil rights and we've..."" yeah. If we fix it, it's all done. But of course things that happen after civil rights, like mass incarceration and voter suppression, are actually continuations of that tradition, unfortunately. But the thing I wanted to say, going back to an earlier point you made, is that the racism is connected to the America First stuff. Lindbergh's... The reason why Lindbergh likes the Nazis is that he wants to have, and I'm paraphrasing him now, but he wants to have a fortress of white people that are going to hold back the black and brown people. His fantasy is that we have a technological advantage across the Atlantic and, together with the Germans, we can basically keep the brown and the black people out of our countries. That's it. And it's direct organic. And you see that direct organic connection too, the folks now who talk about America First or isolationism very often bleed into or are quite openly on the wrong side when it comes to race. And then just as a footnote, it helps to look at the Russians because the Russians, there are things about us they don't get. And I think Trump is going to pay for the Russians having too much influence on his campaign this time around."
UNwE8cZ6snd,6321,Tim Snyder,"That's their plan. Their version of victory is that we lose focus, we lose attention, we don't fund, and then they wear the Ukrainians down with the help of the North Koreans and the Iranians. Yeah, they see Capitol Hill and then the 2024 election, obviously presidential, as their two-step path to victory. But yeah. No, it is striking. You think that's very explicitly in their mind, that if things went differently on Capitol Hill and in 2024 it would have a pretty big effect in Russia? Oh yeah, yeah. I know you know all this- No, no. ...forgive me the little lecture. In the US we really do live in our own... We have bubbles within a bubble, but there's one big American bubble, and in that American bubble we have all these other bubbles. But then on the American bubble we just often... I just put it very bluntly. We often just don't recognize that there's a world out there which is communicating to us very clearly. The Russians pretty much every day in their own propaganda talk about how great Trump is, and how great the Speaker of the House is. We might not like that, we might not pay attention to it, but it's right there before our eyes. They literally go on screen in front of millions of their own people and say rah-rah when there's not a vote for Ukraine aid."
cDYzqjIjszq,6314,Tim Snyder,"He doesn't pretend to be the strongest of strong men. He's kind of a link on a submission chain where Putin is obviously higher than him, but for him it's ultimately about who is strong and who is not. And the fact that the Russians are killing so many people in Ukraine, there's so much bloodshed, is clarifying. It's because that is in fact what people like. It's not just that they're tolerating it, it's what they like. Yeah. That for me has been such a revelation of the Trump movement as well as the war now in Ukraine, that this sort of psychological appeal of fascism. Fascism, broadly understood. Not literally necessarily '20s, '30s European fascism, but that's something... I don't know. I had the more conventional, I was an anti-communist. And then the Cold War ended and then we had various... I was on the interventionist side, liberal interventionists, conservative interventionists side, depending on the Balkans and Middle East. But I don't know, I somehow put that out my mind. You didn't because you studied, I think, that part of the world. So that's infinitely more than I had. But I think it's a real... that's not a happy revelation, but it's one that one should've of course known all along, I guess. Yeah. It's interesting that we dropped it in the US because the whole anti..."
hEN3so3OxYg,10537,Mark Esper,"Trump did not take those lessons as well. Look, in many ways, things we were recommending pushing back against proved to be true. I often wonder whether he looks back and says, ""Thank goodness they were pushing back on me."" The best example is Afghanistan. Trump was constantly pushing to get out of Afghanistan, withdraw our troops. And as I talk about in a later chapter of my book, in October of 2020, before the election, he's going out there publicly buttressed by his national security advisor saying, ""We need to get out by Christmas,"" two months away, 2 1/2 months away, which was logistically impossible to do unless you left everything there and just put soldiers on planes and left, and we cautioned against that. I wrote a classified memo at the end of October saying we shouldn't go below 4,500 troops unless the Taliban does this or that or this or that. I've said publicly that I thought we should have used military pressure to get them to abide by the agreement. If not, we could have returned forces. But anyway, so the bottom line is we talked him out of a rapid precipitous withdrawal from Afghanistan only to see what, 7, 8, 9, 10 months later Biden do the exact same thing, a rapid withdrawal from Afghanistan."
F3AZu3IqoPm,10416,Mark Esper,"What's that? They held Ukraine, yeah. But the actual direct invasion of a UN member state with the kind of semi-genocidal way they've conducted the war, maybe not semi, it's pretty the largest ground war in Europe in 80 years, I think. Right? I mean, I feel it's pretty big I think. Don't you think February 24, 2022 will be like a real, genuine moment in world history? Yeah. Look, I think it crystallized again this notion of a new era of great power competition with Russia and China being the adversaries. And keep in mind, it was just a few weeks before the invasion that Putin and Xi Jinping, the president of China, stood side by side of all places in Beijing at the Olympics, and they issued their 5,000 word statement about their strategic partnership and alliance, and would just be a few weeks later when Russia would invade Ukraine with armored columns and mechanized troops. And it was almost like the Nazi invasion of Poland in 39. I mean, it was just kind of a blitz into Kiev. Unfortunately, the Ukrainians fought back bravely, courageously and competently and spoiled their plans. Good for them. And you all did, I think a fair amount, and maybe the [inaudible] administration had begun after 2014 to do some things too, to really build up Ukraine's military capability."
n0pzlQY1wWm,10659,Mark Esper,"It's a different footing, and it's sending a message. I mean, who else are they making that announcement about? It's clearly, North Korea is a threat to them, but they've been dealing with North Korea for decades. It's really about China and it's about China, Chinese Coast Guard, Chinese naval vessels in Japanese waters, in Japanese exclusive economic zones, sailing around the Senkakus, which I think the Japanese recognizes. And by the way, it's not just them who are saying fund Ukraine, it's Taiwan too is saying, because they recognize the common principle at stake here. And the common principle is this, if a big authoritarian neighbor invades a smaller democracy for the sole purpose of seizing that territory and incorporating it into their own domain, we need to fight for those principles or else the global order that we've known that's produced peace and prosperity for the last 75 plus years is going to wither away. And that's not the world we want to live in when we're living under Chinese values and Chinese interests. It'll be a far different world for our grandchildren and great- grandchildren. Or a world in which Putin could just invade a neighbor and slaughter people and then get away with it, keep a good chunk of the territory or all of it. Yeah."
zAmka3p744b,10195,Mark Esper,"He certainly hasn't shown much instinct to go back towards, let's say, the Mark Esper, Mike Pompeo, Mike Pence view of the world, and more of an instinct to double down on America First, and it's different, whatever that means, but it's different iterations. Don't you think, like the allies especially? Well, I've said this before, I talk about it in my book, and I think it's apparent now. When you see the polling, there are a lot of Republicans who want to see Trump reelected because they recall more favorable times than what they're seeing today. The Trump Administration pursued policy objectives that were consistent with what a lot of former conservative Republicans would've pursued as well, a conservative court, deregulation, lowering of taxes, an aggressive foreign policy. Trump sought to rebuild the military and did so for the first two or three years, securing the border, things like that. The challenge was that too often he would go too far. Look, I completely agree that we should push the allies in Europe, and Asia, by the way, to spend more on defense, to do more. But you don't go so far as to threaten to undermine NATO or to pull out, things like that. So again, I think in many cases his instincts were right. There were accomplishments during that administration, but there were guard rails in place, guard rail number one being the prospect of reelection, and number two being the people he brought in around him."
8VKkqLencZS,11227,Mark Esper,"With Ukraine, he said he'd cut off funding, cut off support, and he would negotiate an agreement within 24 hours. Yeah, what is that? Which is fancy fool. The only person who could stop this war in 24 hours is Vladimir Putin. But he's also attacked NATO, said it's not a good deal for the United States and had made attempts during his first term to undermine the alliance. So look, I take him at face value for his view on those. He said similar things about our allies in Asia. So I think he would pursue those things in a second term because he's unbound by the need to kind of play to a reelection, because there will not be another term after that. And so then the other big question becomes, who does he put in his cabinet? Myself and Mike Pompeo and John Bolton would talk him out of these things or at times when it came to funding Ukraine, trying to talk him into providing funding for Ukraine. So a key part here is one him, but the opposite side of the coin are who are the people he brings around him at both the Departments of State, Defense and elsewhere, but also in the White House because the people there have a big influence on him as well."
J61Yx_zfSAN,7166,Aaron Friedberg,"And that I think would be the most likely outcome. And then that has ramifying effects on everything else if it happens. That last sentence is so important. I want to get to it in a second, but I just did a podcast with my colleague, Tim Miller, who made a very good point I hadn't quite focused on, which is we take so much for granted that Trump behaves the way he behaves. I mean, how astonishing is it that he's with the head of a government that's fighting, of a nation that's fighting for its life against the brutal aggressor? We've been with it for, on its side, as almost the whole world has been really, the whole civilized world. And there's not a sentence that I could see, I skimmed the transcript also, of sympathy for Ukraine, of solidarity, of, ""Look, we so admire what you and your citizens have been doing."" You could then say, if you wished, ""We may have to, I'm not sure we can get the maximum war aims that you hope for."" And sometimes he has to make compromises you don't want to make. But the fact that it doesn't even occur to him that a US president, or in this case, a US presidential candidate, should say the most basic thing about another democracy fighting for its life is so revealing, I think."
2cW7GfP6R7o,7345,Aaron Friedberg,"But the fact that it doesn't even occur to him that a US president, or in this case, a US presidential candidate, should say the most basic thing about another democracy fighting for its life is so revealing, I think. Yeah, and praising them for standing up for their freedom and fighting, even when, I mean, it could have been critical of the Biden administration saying that initially they didn't believe that Ukraine could defend itself, but of course, Trump himself had taken a similar view. Again, I haven't read the full transcript, but the bit that I saw that referred to the war and the consequences talked about all the buildings that had been knocked down. And he says something like, ""If they hadn't done this, these buildings would still be standing, then they'd be there for 2,000 years,"" or something like that. So yeah, I didn't see anything there. Praising Ukraine for its resolve, praising Ukrainian democracy for rallying its people to defend their own government and their own territory, sympathy for the losses. He talks about it as if, you know, these are two, I don't know, there are two parties negotiating over a real estate deal. There's no sense that there's one side that we are sympathetic to and align ourselves with, and another that we reject."
425U85hfj-e,7023,Aaron Friedberg,"That doesn't seem to have happened directly yet, but the problem has not gone away. And if past is prologue, we're going to see this problem grow and take different forms, but it isn't going to go away. There will continue to be terrorism, terrorist attacks on targets in the region and outside the region, conceivably. Yuck. Meanwhile, the largest ground war in Europe in 80 years is going ahead. It's not ceased or even diminished in intensity, really. Yes. And I gather the Russians are slowly, slowly making progress. Ukraine has conducted this counteroffensive, which continues into Russian territory. But there's no sign there of any kind of decisive outcome in either direction. I guess there was hope some time ago that the Ukrainian forces might be able to roll back the Russians. And I think, for the most part, people have given up on this thought, at least for the foreseeable future. So is this headed for some kind of a stalemate? What might break the stalemate? To what extent would the United States and others support Ukraine in taking action that could conceivably have that effect, even at the risk of escalation with Russia? So that's by no means stable, but with no clear outcome in sight, either. I suppose in that case, and get to this in just a second, obviously, there are two policy choices in the U.S. one could seem like it could continue, but you could have us relaxing some of the limitations, lifting some of the limitations on Ukraine's use of weapons."
j4JkeiqoKRT,6974,Aaron Friedberg,"And she certainly has emerged as a more effective candidate than many people thought. And I think partly because of what she learned from where she was and what she observed, the things that she said on the Middle East, Russia, China, they've been, in my view, for the most part, the right thing to say. Are those now her genuine convictions and are they strong enough to enable her to push back against what I think is coming her way if she wins, which is we need to stabilize relations with China, we need to get a ceasefire because somehow we're going to get a peace settlement in the Middle East. Or I'm not sure exactly where that would come out on Ukraine. That we don't know, but I think the variance there is much narrower than the variance if it's Trump. And the downside, in my view, is much worse and more dramatic on the Trump side than it is on the Harris side. So if she wins, we'll be back to sort of normal debates about policy, foreign policy, defense policy, and I think we can survive that and live with that. If Trump wins, we're in a whole different world. In my view, it's likely to be a much darker one. Oh, that's good if somewhat bracing thing to end on."
dxTbI10q71H,7819,Aaron Friedberg,"That seems to me highly unlikely. He's expressed his views, his revisionist views about how he would like Russia to become the dominant power in Europe again. And the first piece of that would be weakening the American position and weakening the alliance that depends on the United States, namely NATO, and a defeat in Ukraine would have that effect. And I don't know where exactly that would lead, but it can't be anywhere good. So that's the first and most obvious set of consequences that seems to me would flow from a scenario in which the United States basically forces Ukraine to accept terms, which most likely would not hold for very long because the Russians would regroup and continue, and probably with the assurance that the United States wouldn't do anything. So that would be the first set of consequences. But then it echoes around the world. There are all these academic debates over years about whether dominoes really fall or whether a failure to follow up on commitments in one domain has an effect on others. I don't know. I haven't kept up with the literature. So it can go back and forth, back and forth. Usually academics like to say that, ""Oh, there's no connection between these things."" But that too seems to me highly unlikely."
7gvVOUnNDnw,9282,Robert Kagan,"Maybe they're resentful, but they're not this bottom up 1890s farmers in the Midwest who don't understand the gold standard and think it's bad for them, which it could well have been incidentally, and want leveling economic policies. Right? Right. And the one thing that... Trump is able to amass a pretty broad coalition precisely because his policies have nothing to do with economics. So he's not threatening, for instance, to take money away from rich people, or even very well-to-do people in general, and give it to a working class movement. He doesn't really offer any economic answer to those in the working class. What he offers to them is revenge. What he offers to them is sympathy and support for what is effectively white anxiety. And whenever you say, ""It's the working class that supports Trump."" It's the white working class that supports Trump. The non-white working class does not support Trump, overwhelmingly in the other direction. And so I just think intellectuals in America are heavily influenced by economic and ultimately Marxist interpretations of how society works. And the other thing is, of course people want to blame whatever bad thing is happening on the thing that they're always unhappy about. So people who are unhappy about inequality in America say, ""Well, this is because of inequality."" People who are unhappy with the Iraq war say, ""This is happening because of the Iraq war."" So there's a real tendency to do that."
yZJfNmPFs2v,8587,Robert Kagan,"Right, right. The Democratic Party could not repudiate the Klan. And so all that's happening, and Americans are capable of living in a society where that kind of prejudice is rampant. And I think that we just think that we grew out of it. And I think this is where we just can't imagine that people are still like that. And I think that to me, that's the big problem that we face intellectually, which is liberals, and I think we are all product of the Enlightenment to some extent, and we have this idea of inevitable progress. And we have this idea that human beings, over time... this is sort of the Frank Fukuyama thesis, which, Frank is hardly alone in feeling this way, that over time people will understand what liberalism requires. They'll become liberal. They'll realize that their prejudices are misplaced, et cetera, et cetera. I think the reality is different. I think the reality is that very few people really changed their mind that much. And there are always groups that feel the way that people who supported the Klan did, but they're oppressed or repressed or suppressed in various different ways. By Civil War, by... Eisenhower had to send the troops to Little Rock. The south was in full rebellion after Brown v. Board of Education, 1954."
IrB1-N3u6T3,8971,Robert Kagan,"They're not going to be charged with anything. He also says he's going to use the pardon power for the January 6th insurrectionists, but presumably many, many others as well. You combine total immunity for what you're doing if you're a law enforcement official, and we have hundreds of thousands in this country, and they're not all organized in terribly well-regulated police departments. They're in sheriff's offices and all kinds of things. And then you combine that with the pardon power, that's pretty far down the road, isn't it, away from liberalism? I mean, it's sort of like the definition of not being liberal, is cops can do whatever they want at the beck of the powers that be and vigilantes can do whatever they want at the beck of the powers that be, or some powers that want to be. It doesn't even have to be the powers that are quite in power yet. Right. Trump is going to play on the fact that even in the center of American politics, people are anxious about crime, although I think the statistics don't bear it out, but nevertheless, it's clear that if you're a Democrat in a city these days, you have to be tough on crime. So when Trump comes in and wants to be tough on crime, he is hardly going to be swimming against the tide."
