video_id,view_count,guest_name,transcription
GMHzrNfYY5R,7819,Aaron Friedberg,"That seems to me highly unlikely. He's expressed his views, his revisionist views about how he would like Russia to become the dominant power in Europe again. And the first piece of that would be weakening the American position and weakening the alliance that depends on the United States, namely NATO, and a defeat in Ukraine would have that effect. And I don't know where exactly that would lead, but it can't be anywhere good. So that's the first and most obvious set of consequences that seems to me would flow from a scenario in which the United States basically forces Ukraine to accept terms, which most likely would not hold for very long because the Russians would regroup and continue, and probably with the assurance that the United States wouldn't do anything. So that would be the first set of consequences. But then it echoes around the world. There are all these academic debates over years about whether dominoes really fall or whether a failure to follow up on commitments in one domain has an effect on others. I don't know. I haven't kept up with the literature. So it can go back and forth, back and forth. Usually academics like to say that, ""Oh, there's no connection between these things."" But that too seems to me highly unlikely."
2Xj7fJ4MGBL,6974,Aaron Friedberg,"And she certainly has emerged as a more effective candidate than many people thought. And I think partly because of what she learned from where she was and what she observed, the things that she said on the Middle East, Russia, China, they've been, in my view, for the most part, the right thing to say. Are those now her genuine convictions and are they strong enough to enable her to push back against what I think is coming her way if she wins, which is we need to stabilize relations with China, we need to get a ceasefire because somehow we're going to get a peace settlement in the Middle East. Or I'm not sure exactly where that would come out on Ukraine. That we don't know, but I think the variance there is much narrower than the variance if it's Trump. And the downside, in my view, is much worse and more dramatic on the Trump side than it is on the Harris side. So if she wins, we'll be back to sort of normal debates about policy, foreign policy, defense policy, and I think we can survive that and live with that. If Trump wins, we're in a whole different world. In my view, it's likely to be a much darker one. Oh, that's good if somewhat bracing thing to end on."
HKXIIezPfFK,9282,Robert Kagan,"Maybe they're resentful, but they're not this bottom up 1890s farmers in the Midwest who don't understand the gold standard and think it's bad for them, which it could well have been incidentally, and want leveling economic policies. Right? Right. And the one thing that... Trump is able to amass a pretty broad coalition precisely because his policies have nothing to do with economics. So he's not threatening, for instance, to take money away from rich people, or even very well-to-do people in general, and give it to a working class movement. He doesn't really offer any economic answer to those in the working class. What he offers to them is revenge. What he offers to them is sympathy and support for what is effectively white anxiety. And whenever you say, ""It's the working class that supports Trump."" It's the white working class that supports Trump. The non-white working class does not support Trump, overwhelmingly in the other direction. And so I just think intellectuals in America are heavily influenced by economic and ultimately Marxist interpretations of how society works. And the other thing is, of course people want to blame whatever bad thing is happening on the thing that they're always unhappy about. So people who are unhappy about inequality in America say, ""Well, this is because of inequality."" People who are unhappy with the Iraq war say, ""This is happening because of the Iraq war."" So there's a real tendency to do that."
1ohaoehyQm6,9386,Robert Kagan,"His first and really only issue in 2011 was the birther conspiracy. And when he comes out on the birther conspiracy, everybody knows what that means, especially the white nationalists in the country. So he summoned them to him immediately, and then he displayed all the characteristics that such demagogues have always displayed, including his crudeness and... He is a violator of all the norms, and it is precisely because of his violation of all the norms that he has this following because they see him as the one person who really is willing to defy the sort of liberal hegemony that has grown up in America, that he has the strength, the determination, he doesn't care what all these guys think about him, and he will fight this fight. But what is the fight? The fight is against American liberalism writ large. Yeah, that's good. I mean, the use of extra-legal forces and threats and even some terror, that's not... I mean, these are not the historians I've read much of, but I think labor historians would say that that's happened quite a lot on the management side in the late 19th century, and it wasn't a trivial part of the attempt to keep unions and working men under control. And then as God knows, there's a lot of ethnic violence and so forth."
MJbhQsIfvkU,9951,James Carville,"God, you really don't feel any better than you would if you never had the infected wisdom tooth, but you do feel better now it's gone, just as an example. But I think that people wanted to like her. They were so glad to have a relief and they came in with disposition. And to her credit, just literally everything she's done since... Was it three weeks now? Seems like 300 years? No, I think just two and a half, maybe. Two- It was on a Sunday, [inaudible]. Two weeks and two days, yeah. We're talking Tuesday the 6th, I think. So far, she has done nothing to dampen people's enthusiasm, she hasn't done anything remotely dumb, so I have reason to actually be encouraged. She looks like she's really grown, and people would tell me that. That's one thing I will say is people internally would say, ""James, she's different. She's more confident,"" and not just White House staff people, people that would go in there. Economists, historians, the same people go in and out of the White House. It doesn't matter who's in there. To a person that would all say she's very confident and asks very good questions and seems to be well briefed. I'm happy that she's like this. I'm not totally surprised. You think that there's reasonable hope that that lasts?"
4mBmNRhONTi,10116,James Carville,"But this is more... You can't use a historical benchmark to talk about this because debates have now taken on near legendary status in American politics. Yep. Speaking of historical benchmarks, so I mean, on the one hand, we've never seen an election like this in all kinds of ways, particularly Biden getting out. I was thinking about this the other day, and this is not a criticism, I think it's the first ticket in modern times since the modern primary system came into being where both candidates on one ticket, in this case on the Democratic ticket, and neither of them has ever gotten a vote in a Democratic primary for president, that is every race we've all been involved in or watched... In the early days, they only had a few primaries, Humphrey and all that. But still every nominee in both parties had gotten some primary votes, certainly from '72 on. '76 on, let's just say. And mostly had won the primaries. And then the VP nominees had often run and gotten at least some primary votes, especially if they were the losing candidate. Or Gore had run in '88 and then was picked in '92. So it just accentuates, I think, what uncharted waters we're in. I mean, we don't have... Why don't you...? You should make a list."
ah-gGL2jFAq,11088,James Carville,"But the question, can it have an effect? The answer is yes, if he's acquitted or even a hung jury, that will excite his people and it will demoralize a lot of Democrats. How much, don't know. An acquittal would be very good for him and would really demoralize them. Now, the lawyers say there's not going to be an acquittal. I don't know, but if there's a guilty verdict, remember juries are supreme. And what that juror, that foreman, whoever goes out and speaks for the jury says is going to have a lot of say. You can say, ""Well, it's a Manhattan jury."" Well, it's a Manhattan jury, Manhattan, Kansas, Manhattan, New York, they're all people. And they all sat there, you know, we sat for six weeks. We listened to 28 hours testimony. We went through every charge. We waited. That matters to people. And so, people say, well, the hardcore Trump people, probably not going to affect the hardcore. But as we talked about earlier, he can't win with just MAGA. And so, a lot of people that you know that even I know some, they don't want to vote for a Democrat. They're very uncomfortable with Trump, but they don't know, this will keep them away. They'll either vote for Biden or not vote. You just can't look at the Trump vote as hardcore MAGA because we know that's not enough."
QhU42BOJTEv,10369,James Carville,"They have to be very, very careful how he's deployed and they have to husband him pretty closely. And I can't fault them for that, but yes sir, how are you going to address him? Yeah, that's a good point. But in the meantime, you can use paid media and stuff to really remind people. But the big thing is going to be the jury. If there's a conviction, how those jurors come across is going to have a lot to how much people accept this verdict. Yeah, that's interesting. And if Trump loses it, which he might and attacks the jury, I feel like that's an opportunity also to say he's attacking these Americans who are doing their duty. Right? Right. If these jurors, what I'd give to prepare one of them for Sunday morning TV. First of all, collectively, this jury took 21,250 hours out of their lives. We listened to X... 28,000 words of testimony. We sat there and observed every witness. We conscientiously went through every document, and we could arrive at no other conclusion but this. Boom. Boom. And who the jury is, who they elect foreman, how articulate she or he is. Yeah, it all depends a lot, but how that jury justifies what they did can have a lot of effect on public opinion, and we never really considered politics in this, to be honest with you."
FnuFtafNt0T,3769,Eric Edelman,"The meeting was in Riyadh on the day that he left Saudi Arabia. It was that morning when he went on to Doha and he met with Farouk al-Sharaa, the new president, interim president, of Syria who came to power in December. That was actually important, but it was preceded by a statement he made the day before that he was going to end all sanctions on Syria. We had put in place an enormous number of sanctions on individuals and entities in Syria as a result of the very destructive 15 year long Syrian Civil War, which cost hundreds of thousands of lives, created a massive outflow of refugees from Syria and internally displaced people in Syria. And this was done, the president said quite openly, essentially at the behest of Mohammed bin Salman, the Crown Prince of Saudi Arabia, and President Erdoğan of Turkey, both of whom have an understandable desire to see Syria stabilized after 15 years of violence that have wracked the country and disrupted the region. That's all understandable. And there is an argument that sanctions on Syria should be lifted, or at least some sanctions should be lifted. The question though is, first of all, this was done without any kind of deliberative policy process at all. In fact, the administration's counter-terrorism coordinator and Deputy National Security Advisor, Seb Gorka, just on the end of the day before the president left, was fulminating about, ""We're not going to lift sanctions on this jihadi president of Syria."" And there is a question about al-Sharaa because he does have a past link to jihad."
eUW0DWq0fiU,4336,Eric Edelman,"I mean, his losses have been extraordinary and the rate of advance has been really very slow. I mean, they've been advancing but at a snail's pace and mostly dismounted infantry assaults, very hard for them to make up their losses in equipment and much less in personnel. They have lost, according to British MOD intelligence numbers that were posted earlier this month, something like 967,000 people, of whom about 200,000 have died, been killed in action. They will probably hit the million-casualty mark sometime this month or early June. Those numbers are astronomical and they're not really sustainable. If Putin has to calculate that he is pursuing this with continued US support, continued European support, maybe stepped-up European support, that's one thing. But if he's able to- For Ukraine. For Ukraine, yeah. But if he's got to calculate that it's going to be US supports going away, European support is kind of iffy, then he's going to be stepping up his operations and think he can drive Ukraine ultimately to capitulate, which seems to be his objective. And that I think would be catastrophic not just for Ukraine, but for European security and for NATO and for US leadership in the world. And by the way, the Chinese will be watching. But yes, to your point, I mean this is not a coherent kind of worldview and it's not sustained by any kind of deliberative process."
cZ6sndcDYzq,7837,AB Stoddard,"They were worried about him, but they didn't really go to the mattress on it. And then suddenly now it's like, oh my God, he's our worst fears. I mean, are we sufficiently appreciative of the fact that this lunatic is the secretary of HHS and is not, contrary to what people sort of thought, has not pulled back at all? And I mean, I'm a little freaked out about this. I have sort of secondary family relations, mostly on Susan's side, in medical and research science world. And I actually know some people in that world too from around here and New York, and I mean, this is bad, they think. And they're not hysterics. And incidentally, a lot of them have been critical of NIH... It's a bureaucracy, they don't always fund the right things. They have the usual gripes you have with big government agencies, but the degree of damage that's being done, and maybe voters don't understand if research on Parkinson's gets slowed down or eviscerated because you don't see the effect, exactly. You know what I mean? You don't see the progress that's not made. It's not like social security office being closed, but I really wonder how much that's going to percolate out through sort of Republican-ish voting groups, right? Physicians, executives and pharma companies."
jIjszqDOhWh,7917,AB Stoddard,"And watching Bill Cassidy, a serious man, senator from Louisiana, a doctor, struggle with that vote, knowing that RFK Jr has really promoted quack science and conspiracies for a long time. That he's anti-vaccine... Bill Cassidy's on the fence... was really, you could really see him turning himself into a pretzel and he ends up supporting him and now is going to call him before his committee to talk about all the firings and he's upset and concerned. That was all predictable. RFK Junior is a really troubled guy and really an unstable person who also just spews falsehoods. And so this was not something to take a chance on. All of this was predictable, and it's really quite enraging. Jonathan Rauch, who's a very well-known writer and will be known to people who listen to this, famously posted around 10 days ago that he had a friend who drove two hours for her breast cancer chemotherapy treatments that were part of an NIH trial only to arrive at the location to be told without any phone call or warning that it had been canceled. And there was no future plans for any new protocols or any new treatments for her. And this kind of thing is going to ripple out through people's lives, people who have kids with special needs, people who have diabetes, whatever it is."
wWmzAmka3p7,4062,David Axelrod,"Right. He said in advance, ""If we lose, it will have been stolen."" It wasn't something that he thought of that night. He worked on that project for months. This is what Donald Trump does, and you need to be alert to it. I do think we do have to call him out on these... These are strategies. This isn't just expressions of outrage on his part, they're strategies, and we need to call them out for what they are. Well, yeah, I've very much thought that, therefore, I don't really like the, ""He's popping off again, it's all instinct with him and anger."" And there's, of course, a lot of that, God knows, but yeah, there are these branding strategies, he's been doing that for 50 years, marketing- Yes. ...and he's unfortunately good at it. I said to someone the other day, I was critical of the Biden campaign, but I was sympathetic, I said, ""It's tough to run against Trump, he's a tough opponent. He's, in his own crazy way, a very skilled politician of a certain type."" And the person looked at me like I was just crazy. ""Trump is not skilled at anything. Trump is a lunatic. Trump is crazy. He can't control himself. He says one stupid thing after another."" But I think that's a mistake among Liberals and Democrats."
44b8VKkqLen,4203,David Axelrod,"Well, even, I recoil from, after this last weekend, everybody's hair was on fire because he, except Jon Stewart, he had a great bit on this last night, because some guy had on his bumper somehttps://gettrumpsneakers.com Biden. ...phonied-up artwork of Biden bound in the back of his truck. And there is so much out there, so many people out there saying, ""Don't give Trump a platform, don't let Trump..."" I have the opposite view, which is I think more of Trump is better out there, because I do think people need to be exposed to... He's crazier now than he was in 2016, and even 2020, although it's hard to compete with telling people to drink or inject bleach to fight... But he's kind of scary crazy, and people need to understand the choice. I can't stand this notion that if we censor him, it'll all be okay. That's not the case. And I think he's profited, actually... I was relieved when he got taken off Twitter, because it was a migraine headache every day and it was provocative. But now, he's micro channeling, to his base, stuff that if most people saw, they would just... All that said, Bill, that's just an aside, I'm just venting at your expense here. All that said, I don't think, at the end of the day, that the campaign should be based on all of that."
Ff8J61Yx_zf,4102,Doug Sosnik,"Well, I'll respond everything you say. Let me just take your last question first. Let's assume nothing changes and then I'll talk about if something does change. All right. But assuming nothing changes, the bar that Biden's going to have to clear at the convention is one of reassurance and that he's up to it. He's not going to be exciting. He doesn't need to be exciting, but he does need to reassure. But going back to the land of what would happen if something happened for a moment, the big point about '68, though, and what happened after was, they changed the rules and made the role of convention delegates much different than they used to be. They actually used to pick nominees at conventions. And back to your point on Humphrey, I think if he'd broken with Johnson in July instead of October and Vietnam, he probably would've won. But let's just take two scenarios for a moment of something happens to Trump or something happens to Biden. If something happens to Trump and you go to a convention, the party of Trump is the party of Trump. So those delegates on that floor are completely MAGA Republicans. In addition, of course, to the fact that despite the fact there's still a primary for the Republican nomination and 90% of the delegates haven't been picked, Trump has already taken over the RNC."
SAN2cW7GfP6,4108,Doug Sosnik,"What really, really concerned me, I remember was sometime in that spring of '95 when I was walking through an airport and Clinton was on television and no one was watching him. And that really struck me, that struck fear with me. And I do worry a little bit that at some point the public is going to shut down on Biden in terms of giving him another look. And he's got two related but different challenges right now. One is to inspire and motivate his base to not only support them, but to turn out. And it's far from a given that that's going to happen. And then the other of course is with the swing voters in the handful of states that'll determine the next president if it's a close election, his numbers with the swing voters are lagging his overall numbers, which are quite bad. The kicker view in your New York Times piece was that disqualifying Trump might not be enough or likely wouldn't be enough. You can't just do that. I think Democrats have really been counting on that to a considerable degree. Explain that a bit. I think they have that a think people who forget that or discount that I don't think have either thought about or interpreted properly. One of the lessons of the 2016 campaign in which Hillary Clinton's campaign was almost entirely predicated on an anti-Trump message."
bI10q71Ha1x,8402,A.B. Stoddard,"And Trump is absolutely giddy that he has, as you just referenced, gotten away with it. He is being rewarded for it. And in that audience, he was rewarded for making fun and denigrating E. Jean Carroll, his accuser. So he's gotten past the Stormy Daniels indictment into a civil defamation case where he was found liable of sexual, they call it abuse, but they lumped that in with assault for which he owes her five million dollars, but people were laughing the very next day. So he's been rewarded by the primary electorate and the fact that his rivals cannot bring themselves to criticize any of that. Do you think DeSantis... Two questions. He launches in 10 days or so, does he start criticizing Trump more directly either because he can't win or because he wouldn't actually be as good a president as he DeSantis would be? And also it seems like DeSantis's strategy is focus on Iowa and New Hampshire, if you win both of those, you're probably the nominee, if you win one of them, you have shot at being the nominee, and that's how an underdog typically gets to at least parody with a front-runner, you win Iowa, Obama won Iowa and so forth, McCain won New Hampshire in 2000. McCain fell short, Obama won the nomination, but in each case that's how they became the plausible alternative to the person who would seem the fairly prohibitive front-runner, Hillary Clinton or George W."
Cw9Atmx1c-c,9283,A.B. Stoddard,"I don't know. January 6th incidentally, is anyone even going to mention that in the Republican primary? I guess not. It just makes me so sick. I wrote that for The Bulwark months ago. They're not allowed to say that he didn't win the election. Chris Sununu says that, Chris Christie says that. Mike Pence says things like, ""I didn't do what he wanted me to do because I didn't have the constitutional authority to on January 6th,"" and will always disagree, but he doesn't like to come out and say, ""We lost the election."" He really avoids that. But you shouldn't incite mobs. It's the story of the Capitol. But they won't even, they will not even criticize January 6th. So not only will they not say he lost, they will not say he definitely tried to steal an election, he plotted a two-month coup, he incited a deadly a riot where people died. They won't touch January 6th. They won't touch his coup plotting. And so the message they're sending everybody is that it's okay. And Trump is absolutely giddy that he has, as you just referenced, gotten away with it. He is being rewarded for it. And in that audience, he was rewarded for making fun and denigrating E. Jean Carroll, his accuser. So he's gotten past the Stormy Daniels indictment into a civil defamation case where he was found liable of sexual, they call it abuse, but they lumped that in with assault for which he owes her five million dollars, but people were laughing the very next day."
3Wi973ipfLj,7478,Tom Tugendhat,"It corrupts just all of it. And the reality is we know that Putin has been doing this for 15 years, but sadly, when I started calling it out five, six years ago, what was it, yeah, about five years ago, many people around the world thought this was some sort of anti-Russian paranoia. And that this was, frankly, it's minor, it's nothing and Putin's not that bad really. And I kept pointing out, this is a guy who in 2007 launched a massive cyber attack on Estonia, in 2008 invaded and still occupies Georgia, and at various points in recent years has shot down a civilian aircraft killing nearly 300 people over Ukraine. I mean, this is a guy who is quite literally a mass murderer. He has actually murdered many, many people around the world. He's assassinated several people in the UK, including using a chemical weapon on the streets of Salisbury, a chemical weapon which his henchmen was so cavalier about, they had it in a perfume bottle, had that liquid got into the drains and got into the water supply he could have killed quite literally thousands of people. And he clearly had absolutely no care about it at all. And we know that he's triggered explosions in ammunition depots in Prague. We know that he's tried to assassinate the Deputy Prime Minister of Montenegro, amongst other people."
5f7wrD_pX-b,7498,Tom Tugendhat,"We know that the Russians had sent in death squads to try and catch and kill various members of the Ukrainian leadership team, including Zelensky and his family, and for those first few weeks and months, probably still today actually, as far as I know, I mean for all I know, sorry, he was having to sleep in snatched moments, and move around the whole time, and with bodyguards who he trusted, and be very, very careful never to be caught anywhere, you know? But he still did it. He stayed, and he demonstrated something, and I think you mentioned him, but Senator McCain and others have demonstrated at various points, President Reagan demonstrated it, various others have demonstrated it. Courage in leadership matters. It can be game-changing. It can be inspiring, you know? Winston Churchill demonstrated it for us, most famously, and others have demonstrated it at other times, but it really can be game-changing, and President Zelensky demonstrated it. I think we underestimate the importance of President Zelensky's courage to the shape of the world as it will be in 10 years time. If we don't recognize the effect that having Putin victorious in Ukraine, and Belarus, would have had on countries like Estonia, Lithuania, and Latvia, and the pressure that that would have put on NATO, and therefore on European liberty."
jBYKe0-e8-5,7583,Jack Goldsmith,"And a very high percentage of pardons, when you think about it, including Clinton's example, which are pretty deplorable, the huge majority of them are cleaning the record as a favor of someone. Maybe you shouldn't do it. It's not quite equitable. But the two previous family pardons, Bill Clinton's brother, I think had served a year in jail in the '80s. Clinton pardoned him in 2000 to kind of clear the record, so to speak, and the same was true... There's another one, which I'm blanking on, but where it's a very similar situation. Yeah, I can't remember, but there's one other. It's a previous... It's an old, so to speak. Yes. This was the middle of a court case. He'd gone to trial, he'd chosen to go. It was kind of messed up the way the plea deal fell apart, but he'd chosen, in any case, to go to trial. There was a jury. It wasn't like this was some arbitrary star chamber thing. I don't think people thought the trial was particularly unfairly conducted or anything. He was, of course, ready to appeal. He had plenty of attorneys to do that. I feel like doing it in the middle like that is more egregious in a way than doing a favor for someone that you respect or to be fair to someone you think was a good civil servant, a good public servant who deserves to, in a sense, have a break retrospectively."
CLlczfnv8s2,7208,Jack Goldsmith,"So they can both have big roles here. Ultimately, I think the Attorney General, again, who knows how those two are going to get along, but ultimately, the Attorney General is in charge on almost every matter. And so, again, one can be optimistic or pessimistic about what they're going to do. And I suppose whether it's one as optimistic or pessimistic is in the eye of the beholder. Yeah, Trump was amazing on just this past Sunday to ""Meet the Press."" He had, I'd say, half the time, was being pretty careful to, ""I'm not going to order anyone to do anything. It's their call."" On other issues too, mass deportations, while the Dreamers. ""Well, we try to work that out with Democrats."" And then, the other half of the time, it was, ""Well, Liz Cheney deserves to be in jail."" Right. And that, I found a little astonishing from the president elect to say about a member or former members of Congress, all the members of that committee deserve to go to prison. And what was striking in some of the commentary was we're so used to Trump, A, some of it's dismissed maybe correctly, it's just Trump being Trump and blowing off steam and so forth. It is kind of amazing to say that people should go to prison without specifying a crime."
